index,Order ID,Cust ID,Gender,Age,Date,Status,Channel ,SKU,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B
309,407-4084518-2229124,4084518,Men,31,12/4/2022,Delivered,Amazon,JNE3461-KR-L,kurta,L,1,INR,399,HYDERABAD,TELANGANA,500072,IN,FALSE
310,171-2902438-9165910,2902438,Women,33,12/4/2022,Delivered,Amazon,SET397-KR-NP-XL,Set,XL,1,INR,1115,KOLKATA,WEST BENGAL,700084,IN,FALSE
311,404-6082959-9813962,6082959,Men,40,12/4/2022,Delivered,Myntra,SAR021,Saree,Free,1,INR,729,Kolkata,WEST BENGAL,700132,IN,FALSE
312,403-0608880-2574737,608880,Women,48,12/4/2022,Delivered,Myntra,SET345-KR-NP-S,Set,S,1,INR,635,CHENNAI,TAMIL NADU,600062,IN,FALSE
313,402-5815426-9929904,5815426,Men,28,12/4/2022,Delivered,Myntra,SAR020,Saree,Free,1,INR,729,MAKRONIA BUZURG,MADHYA PRADESH,470004,IN,FALSE
314,408-4983896-0694703,4983896,Women,41,12/4/2022,Delivered,Ajio,SET319-KR-NP-XXL,Set,XXL,1,INR,877,KUNNATHUNAD,KERALA,683562,IN,FALSE
315,405-0249073-8317935,249073,Women,35,12/4/2022,Delivered,Amazon,SET334-KR-NP-M,Set,M,1,INR,666,TIRUPATI,ANDHRA PRADESH,517502,IN,FALSE
316,171-0296282-8433917,296282,Women,27,12/4/2022,Delivered,Flipkart,SAR013,Saree,Free,1,INR,1442,SOUTH WEST DELHI,New Delhi,110070,IN,FALSE
317,171-1853947-2973900,1853947,Women,74,12/4/2022,Delivered,Myntra,SAR019,Saree,Free,1,INR,790,KOLKATA,WEST BENGAL,700052,IN,FALSE
318,405-4651921-1784303,4651921,Women,65,12/4/2022,Delivered,Flipkart,SAR008,Saree,Free,1,INR,799,NAVI MUMBAI,MAHARASHTRA,400705,IN,FALSE
319,408-6987211-8854766,6987211,Women,53,12/4/2022,Delivered,Flipkart,J0236-SKD-XL,Set,XL,1,INR,950,PALI,RAJASTHAN,306021,IN,FALSE
320,407-4835989-5602707,4835989,Women,48,12/4/2022,Delivered,Ajio,BL096-XXL,Blouse,XXL,1,INR,641,INDORE,MADHYA PRADESH,452006,IN,FALSE
321,407-4835989-5602707,4835989,Women,24,12/4/2022,Delivered,Flipkart,SAR014,Saree,Free,1,INR,533,Kolkata,WEST BENGAL,700079,IN,FALSE
322,403-9124078-0215546,9124078,Women,64,12/4/2022,Returned,Amazon,J0003-SET-S,Set,S,1,INR,655,HYDERABAD,TELANGANA,500088,IN,FALSE
323,402-1781950-2669162,1781950,Women,30,12/4/2022,Delivered,Flipkart,SAR003,Saree,Free,1,INR,499,ZIRAKPUR,PUNJAB,160104,IN,FALSE
324,402-3695347-2013126,3695347,Women,22,12/4/2022,Delivered,Amazon,SET233-KR-PP-XXL,Set,XXL,1,INR,529,ANJAR,GUJARAT,370110,IN,FALSE
325,408-2332327-0487560,2332327,Women,23,12/4/2022,Delivered,Amazon,SET130-KR-NP-M,Set,M,1,INR,547,GANGTOK,SIKKIM,737101,IN,FALSE
326,403-6393323-6741142,6393323,Women,35,12/4/2022,Delivered,Amazon,PJNE2270-KR-N-5XL,kurta,5XL,1,INR,683,SITAPUR,UTTAR PRADESH,261001,IN,FALSE
327,407-1741029-5266753,1741029,Women,20,12/4/2022,Delivered,Amazon,JNE3712-TP-N-XXL,Top,XXL,1,INR,499,AHMEDABAD,GUJARAT,382481,IN,FALSE
328,403-9462001-4407543,9462001,Men,43,12/4/2022,Delivered,Ajio,J0212-DR-XL,Ethnic Dress,XL,1,INR,791,DEHRADUN,UTTARAKHAND,248171,IN,FALSE
329,403-6561746-7889157,6561746,Women,49,12/4/2022,Delivered,Nalli,J0041-SET-L,Set,L,1,INR,763,GUDIYATHAM,TAMIL NADU,632602,IN,FALSE
330,406-8231592-9325919,8231592,Women,47,12/4/2022,Delivered,Amazon,SAR026,Saree,Free,1,INR,650,DAUDNAGAR,BIHAR,824143,IN,FALSE
331,406-1813868-8437102,1813868,Women,41,12/4/2022,Delivered,Amazon,SAR026,Saree,Free,1,INR,329,DHARMASTHALA,KARNATAKA,574216,IN,FALSE
332,406-5627675-2622734,5627675,Women,40,12/4/2022,Returned,Ajio,SET098-KR-PP-M,Set,M,1,INR,672,KATIHAR,BIHAR,854105,IN,FALSE
333,407-2239856-6606703,2239856,Women,42,12/4/2022,Cancelled,Amazon,SET268-KR-NP-XXXL,Set,3XL,1,INR,788,BENGALURU,KARNATAKA,560068,IN,TRUE
334,171-7546685-6644333,7546685,Women,42,12/4/2022,Delivered,Myntra,JNE3703-KR-M,kurta,M,1,INR,292,CHENNAI,TAMIL NADU,600017,IN,FALSE
335,406-3017458-9363561,3017458,Women,28,12/4/2022,Delivered,Amazon,SAR027,Saree,Free,1,INR,399,HAZARIBAGH,JHARKHAND,825301,IN,FALSE
336,405-5708054-7423510,5708054,Women,38,12/4/2022,Delivered,Amazon,J0117-TP-XXL,Top,XXL,1,INR,726,KOLKATA,WEST BENGAL,700019,IN,FALSE
337,402-9342662-5811521,9342662,Women,39,12/4/2022,Delivered,Meesho,SET288-KR-NP-XXXL,Set,3XL,1,INR,684,CHANDIGARH,CHANDIGARH,160030,IN,FALSE
338,405-9584565-3810723,9584565,Women,67,12/4/2022,Delivered,Flipkart,SAR018,Saree,Free,1,INR,1099,Naharlgun nirjuli,ARUNACHAL PRADESH,791109,IN,FALSE
339,404-0229964-5801945,229964,Women,65,12/4/2022,Delivered,Myntra,JNE3399-KR-M,kurta,M,1,INR,435,HYDERABAD,TELANGANA,500060,IN,FALSE
340,171-2567899-3847556,2567899,Women,67,12/4/2022,Delivered,Flipkart,SET334-KR-NP-XL,Set,XL,1,INR,666,THANE,MAHARASHTRA,400604,IN,FALSE
341,408-3120227-6994715,3120227,Women,77,12/4/2022,Delivered,Flipkart,SET268-KR-NP-XL,Set,XL,1,INR,698,BELA PRATAPGARH,UTTAR PRADESH,230001,IN,FALSE
342,402-1162355-7211525,1162355,Women,36,12/4/2022,Delivered,Flipkart,JNE3818-KR-XXXL,kurta,3XL,1,INR,461,NEW DELHI,DELHI,110057,IN,FALSE
343,408-2844001-0981151,2844001,Women,53,12/4/2022,Delivered,Myntra,SAR003,Saree,Free,1,INR,534,HYDERABAD,TELANGANA,500039,IN,FALSE
344,402-1796640-7014716,1796640,Women,26,12/4/2022,Delivered,Flipkart,SET376-KR-NP-L,Set,L,1,INR,657,Visakhapatnam,ANDHRA PRADESH,530026,IN,FALSE
345,171-0223976-9461113,223976,Women,43,12/4/2022,Cancelled,Nalli,JNE3431-KR-M,kurta,M,1,INR,333,Dombivli,MAHARASHTRA,421201,IN,FALSE
346,404-8085873-0181948,8085873,Women,59,12/4/2022,Delivered,Amazon,SAR003,Saree,Free,1,INR,1319,BENGALURU,KARNATAKA,560060,IN,FALSE
347,407-7767130-4281167,7767130,Women,29,12/4/2022,Delivered,Myntra,JNE3405-KR-S,kurta,S,1,INR,399,Ranchi,JHARKHAND,834008,IN,FALSE
348,404-2118526-2790752,2118526,Women,34,12/4/2022,Delivered,Myntra,PJNE2100-KR-N-5XL,kurta,5XL,1,INR,452,PATNA,BIHAR,800024,IN,FALSE
349,402-7688970-4239508,7688970,Women,57,12/4/2022,Delivered,Flipkart,SET324-KR-NP-S,Set,S,1,INR,607,PALAKKAD,KERALA,678004,IN,FALSE
350,406-3678042-9067560,3678042,Women,30,12/4/2022,Delivered,Amazon,SET324-KR-NP-XL,Set,XL,1,INR,597,WARANGAL,TELANGANA,506001,IN,FALSE
351,406-4725061-4210743,4725061,Women,26,12/4/2022,Delivered,Myntra,SAR028,Saree,Free,1,INR,452,NEW DELHI,DELHI,110042,IN,FALSE
352,408-8125364-5064333,8125364,Women,32,12/4/2022,Delivered,Flipkart,SET398-KR-PP-XXL,Set,XXL,1,INR,1186,GHAZIABAD,UTTAR PRADESH,201010,IN,FALSE
353,407-7787158-3304334,7787158,Women,60,12/4/2022,Delivered,Myntra,JNE3461-KR-L,kurta,L,1,INR,352,ERODE,TAMIL NADU,638011,IN,FALSE
354,402-1559586-4174756,1559586,Women,37,12/4/2022,Delivered,Ajio,BL104-S,Blouse,S,1,INR,625,HYDERABAD,TELANGANA,500085,IN,FALSE
355,407-4277775-0428332,4277775,Women,49,12/4/2022,Delivered,Ajio,JNE3461-KR-XXXL,kurta,3XL,1,INR,399,CHENNAI,TAMIL NADU,600039,IN,FALSE
356,404-8238226-8953914,8238226,Women,62,12/4/2022,Delivered,Amazon,NW037-TP-SR-XS,Set,XS,1,INR,437,Pune,MAHARASHTRA,412115,IN,FALSE
357,404-3874867-5497948,3874867,Women,39,12/4/2022,Delivered,Myntra,PJNE2199-KR-N-4XL,kurta,4XL,1,INR,453,Kolhapur,MAHARASHTRA,416012,IN,FALSE
358,403-9065362-7267545,9065362,Women,42,12/4/2022,Returned,Flipkart,J0007-SKD-M,Set,M,1,INR,1065,raipur,CHHATTISGARH,492003,IN,FALSE
359,408-4405714-0789902,4405714,Women,38,12/4/2022,Delivered,Flipkart,JNE3623-KR-XS,kurta,XS,1,INR,362,BAGEPALLI,KARNATAKA,561207,IN,FALSE
360,403-1957132-0346731,1957132,Women,32,12/4/2022,Delivered,Flipkart,SAR025,Saree,Free,1,INR,791,GURGAON,HARYANA,122001,IN,FALSE
361,406-8630007-6024339,8630007,Women,37,12/4/2022,Delivered,Myntra,SAR025,Saree,Free,1,INR,353,KOLKATA,WEST BENGAL,700053,IN,FALSE
362,406-2849866-2096350,2849866,Women,20,12/4/2022,Delivered,Amazon,J0003-SET-XXXL,Set,3XL,1,INR,655,HYDERABAD,TELANGANA,500019,IN,FALSE
363,407-8910046-5091542,8910046,Women,33,12/4/2022,Delivered,Flipkart,JNE3405-KR-S,kurta,S,1,INR,435,Ghansoli,MAHARASHTRA,400701,IN,FALSE
364,171-3946363-9695506,3946363,Women,38,12/4/2022,Delivered,Amazon,JNE3716-KR-L,kurta,L,1,INR,432,KARUR,TAMIL NADU,639005,IN,FALSE
365,406-8490644-0317143,8490644,Men,24,12/4/2022,Cancelled,Amazon,JNE3870-DR-XL,Western Dress,XL,1,INR,721,Kozhikode,KERALA,673020,IN,FALSE
366,406-0017510-2532368,17510,Women,21,12/4/2022,Delivered,Amazon,SET172-KR-PP-B-M,Set,M,1,INR,968,WARDHA,MAHARASHTRA,442001,IN,FALSE
367,403-1607946-0444316,1607946,Women,31,12/4/2022,Delivered,Others,JNE3405-KR-XXXL,kurta,3XL,1,INR,399,NEW DELHI,DELHI,110003,IN,FALSE
368,408-4402120-6747556,4402120,Women,78,12/4/2022,Delivered,Amazon,JNE3567-KR-S,kurta,S,1,INR,399,VELLORE,TAMIL NADU,632006,IN,FALSE
369,171-6741005-1801114,6741005,Women,30,12/4/2022,Delivered,Amazon,SET195-KR-NP-A-XL,Set,XL,1,INR,737,HYDERABAD,TELANGANA,500085,IN,FALSE
370,404-7396160-3109963,7396160,Women,46,12/4/2022,Delivered,Amazon,SET278-KR-NP-L,Set,L,1,INR,1523,BENGALURU,KARNATAKA,560036,IN,FALSE
371,404-9872468-1444314,9872468,Women,20,12/4/2022,Delivered,Flipkart,JNE3654-TP-L,Top,L,1,INR,360,Tiswadi,GOA,403005,IN,FALSE
372,404-6685775-1613117,6685775,Women,22,12/4/2022,Delivered,Meesho,SET402-KR-NP-XL,Set,XL,1,INR,988,BENGALURU,KARNATAKA,560016,IN,FALSE
373,404-2742059-8824359,2742059,Women,18,12/4/2022,Delivered,Flipkart,NW005-ST-PJ-XXL,Set,XXL,1,INR,599,LUCKNOW,UTTAR PRADESH,226006,IN,FALSE
374,406-0431359-8413934,431359,Women,24,12/4/2022,Refunded,Flipkart,SET324-KR-NP-L,Set,L,1,INR,597,BERHAMPUR,ODISHA,760001,IN,FALSE
375,405-2254374-5147557,2254374,Women,39,12/4/2022,Delivered,Flipkart,JNE3560-KR-M,kurta,M,1,INR,544,Bengaluru,KARNATAKA,560099,IN,FALSE
376,407-2506744-5951526,2506744,Women,22,12/4/2022,Delivered,Amazon,J0003-SET-XXXL,Set,3XL,1,INR,654,GHAZIABAD,UTTAR PRADESH,201003,IN,FALSE
377,402-0225967-3261167,225967,Women,46,12/4/2022,Delivered,Amazon,J0008-SKD-M,Set,M,1,INR,1065,DUMRAON,BIHAR,802119,IN,FALSE
378,405-9746730-8113940,9746730,Women,45,12/4/2022,Delivered,Myntra,JNE3468-KR-XL,kurta,XL,1,INR,363,NEW DELHI,DELHI,110085,IN,FALSE
379,406-2994704-8893164,2994704,Women,22,12/4/2022,Delivered,Myntra,NW034-TP-PJ-XL,Set,XL,1,INR,613,SOLAPUR,MAHARASHTRA,413002,IN,FALSE
380,402-4768183-2277151,4768183,Women,49,12/4/2022,Delivered,Myntra,SAR030,Saree,Free,1,INR,852,BHAGALPUR,Bihar,812002,IN,FALSE
381,404-5358164-6149103,5358164,Women,23,12/4/2022,Delivered,Others,JNE3288-KR-L,kurta,L,1,INR,426,CHENNAI,TAMIL NADU,600045,IN,FALSE
382,171-8201125-9962754,8201125,Women,31,12/4/2022,Delivered,Flipkart,J0418-TP-S,Top,S,1,INR,704,KARNAL,HARYANA,132001,IN,FALSE
383,408-6455153-3669106,6455153,Women,28,12/4/2022,Delivered,Myntra,JNE3794-KR-XXXL,kurta,3XL,1,INR,517,hyderabad,TELANGANA,500083,IN,FALSE
384,408-6455153-3669106,6455153,Women,61,12/4/2022,Cancelled,Myntra,JNE3465-KR-L,kurta,L,1,INR,469,PUNE,MAHARASHTRA,411046,IN,FALSE
385,406-6936302-2339562,6936302,Women,50,12/4/2022,Delivered,Amazon,SAR025,Saree,Free,1,INR,696,KOLKATA,WEST BENGAL,700023,IN,FALSE
386,402-9117771-0156352,9117771,Women,32,12/4/2022,Delivered,Flipkart,SET364-KR-NP-XXL,Set,XXL,1,INR,1126,LUCKNOW,UTTAR PRADESH,226003,IN,FALSE
387,402-3176719-0844359,3176719,Women,78,12/4/2022,Delivered,Flipkart,SET345-KR-NP-M,Set,M,1,INR,635,KOLKATA,WEST BENGAL,700099,IN,FALSE
388,404-5627495-7389162,5627495,Women,32,12/4/2022,Delivered,Myntra,J0239-SKD-L,Set,L,1,INR,1299,PUNE,MAHARASHTRA,411038,IN,FALSE
389,171-8666099-9479515,8666099,Women,54,12/4/2022,Delivered,Amazon,SET269-KR-NP-XXL,Set,XXL,1,INR,824,RISHIKESH,UTTARAKHAND,249203,IN,FALSE
390,171-2950631-8351558,2950631,Women,43,12/4/2022,Delivered,Flipkart,JNE3739-KR-XL,kurta,XL,1,INR,441,HYDERABAD,TELANGANA,500020,IN,FALSE
391,171-2273061-9777923,2273061,Women,38,12/4/2022,Delivered,Amazon,J0342-TP-S,Top,S,1,INR,574,NAVI MUMBAI,MAHARASHTRA,410206,IN,FALSE
392,408-5272502-9527553,5272502,Women,45,12/4/2022,Delivered,Flipkart,JNE3775-KR-XS,kurta,XS,1,INR,301,ALLAHABAD,UTTAR PRADESH,211002,IN,FALSE
393,404-3639245-2253157,3639245,Women,39,12/4/2022,Cancelled,Ajio,SET268-KR-NP-XL,Set,XL,1,INR,698,GONDA,UTTAR PRADESH,271504,IN,FALSE
394,406-5199868-7786757,5199868,Women,51,12/4/2022,Delivered,Amazon,JNE3721-KR-M,kurta,M,1,INR,292,NAVI MUMBAI,MAHARASHTRA,400701,IN,FALSE
395,408-2633521-9125911,2633521,Women,30,12/4/2022,Returned,Flipkart,SET331-KR-NP-XL,Set,XL,1,INR,635,Kudukkimotta,KERALA,670592,IN,FALSE
396,406-3204932-9448315,3204932,Women,21,12/4/2022,Delivered,Myntra,SET209-KR-PP-S,Set,S,1,INR,523,Srikakulam,ANDHRA PRADESH,532001,IN,FALSE
397,405-8846329-1473130,8846329,Women,44,12/4/2022,Delivered,Flipkart,SET110-KR-PP-XXXL,Set,3XL,1,INR,837,Ramagundam,TELANGANA,505215,IN,FALSE
398,408-5669660-2079503,5669660,Men,20,12/4/2022,Delivered,Amazon,JNE3620-KR-M,kurta,M,1,INR,329,KOLKATA,WEST BENGAL,700032,IN,FALSE
399,408-3743867-9908301,3743867,Men,35,12/4/2022,Delivered,Amazon,JNE3738-KR-S,kurta,S,1,INR,383,DEHRADUN,UTTARAKHAND,248001,IN,FALSE
400,402-8790622-7591520,8790622,Men,18,12/4/2022,Delivered,Amazon,JNE3399-KR-XL,kurta,XL,1,INR,435,BENGALURU,KARNATAKA,560003,IN,FALSE
401,404-6016873-4061920,6016873,Men,49,12/4/2022,Delivered,Amazon,JNE3797-KR-XXXL,Western Dress,3XL,1,INR,715,Trichy,TAMIL NADU,620021,IN,FALSE
402,408-4515678-2038716,4515678,Women,46,12/4/2022,Delivered,Myntra,SET293-KR-NP-XL,Set,XL,1,INR,692,VENGARA,KERALA,676304,IN,FALSE
403,407-0206214-9199520,206214,Women,42,12/4/2022,Delivered,Ajio,SET392-KR-NP-XXL,Set,XXL,1,INR,751,AMRAVATI,MAHARASHTRA,444606,IN,FALSE
404,402-9158142-1673135,9158142,Men,23,12/4/2022,Delivered,Flipkart,JNE3405-KR-XXL,kurta,XXL,1,INR,399,THANE,MAHARASHTRA,400604,IN,FALSE
405,402-6580211-9975502,6580211,Women,36,12/4/2022,Delivered,Flipkart,JNE3605-KR-XL,kurta,XL,1,INR,481,NOIDA,UTTAR PRADESH,201305,IN,FALSE
406,407-8484605-5225931,8484605,Men,67,12/4/2022,Delivered,Ajio,J0339-DR-M,Western Dress,M,1,INR,744,GADAG BETIGERI,KARNATAKA,582101,IN,FALSE
407,407-7905996-4330721,7905996,Men,76,12/4/2022,Delivered,Meesho,J0341-DR-XXL,Western Dress,XXL,1,INR,791,HYDERABAD,TELANGANA,500083,IN,FALSE
408,404-3907505-1541107,3907505,Women,21,12/4/2022,Delivered,Myntra,MEN5032-KR-XXL,kurta,XXL,1,INR,787,NEW DELHI,DELHI,110047,IN,FALSE
409,404-3907505-1541107,3907505,Women,76,12/4/2022,Delivered,Myntra,MEN5025-KR-S,kurta,S,1,INR,764,Kolkata,WEST BENGAL,700026,IN,FALSE
410,405-2722190-1193960,2722190,Men,31,12/4/2022,Delivered,Flipkart,J0341-DR-XXXL,Western Dress,3XL,1,INR,842,HYDERABAD,TELANGANA,500072,IN,FALSE
411,405-0418007-4920325,418007,Women,27,12/4/2022,Delivered,Myntra,JNE3429-KR-XL,kurta,XL,1,INR,318,PALGHAR,MAHARASHTRA,401201,IN,FALSE
412,404-5462211-6965126,5462211,Men,19,12/4/2022,Returned,Ajio,JNE3798-KR-A-XXL,Western Dress,XXL,1,INR,771,COIMBATORE,TAMIL NADU,641044,IN,FALSE
413,407-2928531-4669118,2928531,Men,43,12/4/2022,Delivered,Flipkart,J0339-DR-L,Western Dress,L,1,INR,743,ETTUMANOOR,KERALA,686637,IN,FALSE
414,405-7292810-2395534,7292810,Women,36,12/4/2022,Delivered,Myntra,JNE3472-KR-S,kurta,S,1,INR,329,ERODE,TAMIL NADU,638011,IN,FALSE
415,403-9326035-9206751,9326035,Women,42,12/4/2022,Returned,Ajio,JNE3639-TP-N-XXL,Top,XXL,1,INR,518,BENGALURU,KARNATAKA,562149,IN,FALSE
416,171-6812698-7999567,6812698,Women,32,12/4/2022,Delivered,Amazon,SET398-KR-PP-XS,Set,XS,1,INR,1186,BENGALURU,KARNATAKA,560021,IN,FALSE
417,406-7886687-0751556,7886687,Women,36,12/4/2022,Delivered,Others,NW012-TP-PJ-XL,Set,XL,1,INR,521,BENGALURU,KARNATAKA,560037,IN,FALSE
418,406-7886687-0751556,7886687,Women,31,12/4/2022,Delivered,Flipkart,SAR027,Saree,Free,1,INR,635,MUZAFFARPUR,BIHAR,842001,IN,FALSE
419,406-7886687-0751556,7886687,Women,26,12/4/2022,Delivered,Ajio,BL103-M,Blouse,M,1,INR,850,Singrauli,MADHYA PRADESH,486890,IN,FALSE
420,408-3456962-9764315,3456962,Women,22,12/4/2022,Delivered,Meesho,BL104-L,Blouse,L,1,INR,545,MUMBAI,MAHARASHTRA,400005,IN,FALSE
421,404-0411709-7385150,411709,Men,34,12/4/2022,Delivered,Myntra,J0335-DR-L,Western Dress,L,1,INR,940,Koyyalagudem,ANDHRA PRADESH,534312,IN,FALSE
422,407-1344787-9871507,1344787,Women,51,12/4/2022,Delivered,Amazon,SET273-KR-NP-S,Set,S,1,INR,612,SHAHBAD,HARYANA,136135,IN,FALSE
423,171-2659259-1404303,2659259,Women,58,12/4/2022,Delivered,Nalli,SAR021,Saree,Free,1,INR,916,HYDERABAD,TELANGANA,500019,IN,FALSE
424,171-2659259-1404303,2659259,Women,21,12/4/2022,Delivered,Myntra,SAR025,Saree,Free,1,INR,747,DEHRADUN,UTTARAKHAND,248141,IN,FALSE
425,171-0305106-2384363,305106,Women,43,12/4/2022,Delivered,Myntra,SAR004,Saree,Free,1,INR,599,NEW DELHI,DELHI,110033,IN,FALSE
426,408-5678500-0253935,5678500,Women,42,12/4/2022,Delivered,Others,SAR011,Saree,Free,1,INR,459,BENGALURU,KARNATAKA,560068,IN,FALSE
427,408-3697381-1299504,3697381,Women,43,12/4/2022,Returned,Myntra,NW012-TP-PJ-XS,Set,XS,1,INR,560,BENGALURU,KARNATAKA,560016,IN,FALSE
428,402-8129717-4838741,8129717,Women,48,12/4/2022,Delivered,Flipkart,J0204-TP-XL,Top,XL,1,INR,751,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416416,IN,FALSE
429,405-3833087-4361140,3833087,Women,60,12/4/2022,Delivered,Amazon,JNE3564-KR-L,kurta,L,1,INR,487,BENGALURU,KARNATAKA,560093,IN,FALSE
430,171-1274138-4366747,1274138,Women,74,12/4/2022,Delivered,Myntra,SET128-KR-DH-L,Set,L,1,INR,985,GREATER NOIDA,UTTAR PRADESH,201306,IN,FALSE
431,402-9198525-9884330,9198525,Women,26,12/4/2022,Delivered,Flipkart,SET350-KR-NP-XS,Set,XS,1,INR,1122,MUMBAI,MAHARASHTRA,400067,IN,FALSE
432,405-7457952-1411503,7457952,Women,39,12/4/2022,Delivered,Amazon,SET329-KR-NP-XL,Set,XL,1,INR,666,BENGALURU,KARNATAKA,560064,IN,FALSE
433,171-7699990-1206737,7699990,Women,41,12/4/2022,Delivered,Amazon,J0244-SKD-M,Set,M,1,INR,1205,CHENNAI,TAMIL NADU,600125,IN,FALSE
434,407-6424721-8534711,6424721,Men,77,12/4/2022,Delivered,Myntra,JNE3869-DR-XXL,Western Dress,XXL,1,INR,721,VASAI VIRAR,MAHARASHTRA,401202,IN,FALSE
435,406-2944289-9780307,2944289,Women,19,12/4/2022,Delivered,Flipkart,J0337-TP-XXXL,Top,3XL,1,INR,469,Karimnagar,TELANGANA,505001,IN,FALSE
436,407-2792923-9568332,2792923,Women,24,12/4/2022,Delivered,Myntra,JNE3399-KR-XXL,kurta,XXL,1,INR,435,BENGALURU,KARNATAKA,560091,IN,FALSE
437,403-3320475-3277105,3320475,Women,39,12/4/2022,Delivered,Amazon,SET393-KR-NP-XXL,Set,XXL,1,INR,1186,BHUBANESWAR,ODISHA,751020,IN,FALSE
438,408-8953982-1101145,8953982,Men,31,12/4/2022,Delivered,Ajio,JNE3798-KR-XS,Western Dress,XS,1,INR,735,SIRKALI,TAMIL NADU,609110,IN,FALSE
439,171-6114234-9173936,6114234,Women,61,12/4/2022,Delivered,Myntra,JNE3721-KR-L,kurta,L,1,INR,292,SECUNDERABAD,TELANGANA,500061,IN,FALSE
440,406-5161481-7949123,5161481,Men,57,12/4/2022,Delivered,Amazon,J0339-DR-XXL,Western Dress,XXL,1,INR,791,SURAT,GUJARAT,395001,IN,FALSE
441,171-3592356-2844355,3592356,Women,18,12/4/2022,Delivered,Flipkart,JNE3790-KR-M,kurta,M,1,INR,316,Bengaluru,KARNATAKA,560083,IN,FALSE
442,405-2156012-1676332,2156012,Women,37,12/4/2022,Delivered,Ajio,JNE3510-KR-XL,kurta,XL,1,INR,471,BENGALURU,KARNATAKA,560022,IN,FALSE
443,407-7763289-2889162,7763289,Men,19,12/4/2022,Delivered,Myntra,J0416-DR-XXL,Western Dress,XXL,1,INR,825,NEW DELHI,DELHI,110075,IN,FALSE
444,405-4103369-1897153,4103369,Women,38,12/4/2022,Delivered,Amazon,J0162-SKD-S,Set,S,1,INR,1199,NEW DELHI,DELHI,110010,IN,FALSE
445,402-0443362-1827532,443362,Women,26,12/4/2022,Refunded,Nalli,J0004-SKD-XS,Set,XS,1,INR,1115,AMBIKAPUR,CHHATTISGARH,497001,IN,FALSE
446,407-6267284-3340319,6267284,Women,41,12/4/2022,Delivered,Amazon,SAR019,Saree,Free,1,INR,449,SEDAM,KARNATAKA,585222,IN,FALSE
447,403-4684341-9100316,4684341,Women,54,12/4/2022,Delivered,Amazon,JNE3810-KR-XXL,kurta,XXL,1,INR,569,THANE,MAHARASHTRA,401107,IN,FALSE
448,405-6359794-8845948,6359794,Women,25,12/4/2022,Delivered,Flipkart,JNE3795-KR-XS,kurta,XS,1,INR,529,HYDERABAD,TELANGANA,500049,IN,FALSE
449,404-0585668-7605924,585668,Men,46,12/4/2022,Delivered,Ajio,J0416-DR-XS,Western Dress,XS,1,INR,776,GUWAHATI,ASSAM,781121,IN,FALSE
450,405-5140252-2700363,5140252,Women,34,12/4/2022,Cancelled,Amazon,JNE3721-KR-L,kurta,L,1,INR,292,GHAZIABAD,UTTAR PRADESH,201005,IN,FALSE
451,405-5694760-3734737,5694760,Women,27,12/4/2022,Delivered,Flipkart,J0041-SET-L,Set,L,1,INR,641,MUMBAI,MAHARASHTRA,400050,IN,FALSE
452,403-0823948-7106755,823948,Women,40,12/4/2022,Delivered,Amazon,SET377-KR-NP-XS,Set,XS,1,INR,1036,MUMBAI,MAHARASHTRA,400078,IN,FALSE
453,403-8869312-5542720,8869312,Women,18,12/4/2022,Delivered,Myntra,SET293-KR-NP-XL,Set,XL,1,INR,692,RISHIKESH,UTTARAKHAND,249202,IN,FALSE
454,171-0395605-4197937,395605,Women,29,12/4/2022,Delivered,Flipkart,J0095-SET-S,Set,S,1,INR,653,NEW DELHI,DELHI,110017,IN,FALSE
455,406-6399089-3723519,6399089,Men,25,12/4/2022,Delivered,Myntra,J0341-DR-S,Western Dress,S,1,INR,791,BENGALURU,KARNATAKA,560092,IN,FALSE
456,405-3884074-1912342,3884074,Women,73,12/4/2022,Delivered,Flipkart,SAR009,Saree,Free,1,INR,583,UDAIPUR,RAJASTHAN,313001,IN,FALSE
457,403-7035656-8372302,7035656,Women,18,12/4/2022,Delivered,Flipkart,SAR027,Saree,Free,1,INR,548,SOLAPUR,MAHARASHTRA,413002,IN,FALSE
458,406-1229439-6357914,1229439,Men,33,12/4/2022,Delivered,Meesho,JNE3800-KR-M,Western Dress,M,1,INR,735,BENGALURU,KARNATAKA,560015,IN,FALSE
459,403-4947593-1372365,4947593,Women,29,12/4/2022,Delivered,Amazon,JNE3820-KR-S,kurta,S,1,INR,475,MUMBAI,MAHARASHTRA,400086,IN,FALSE
460,402-4491188-7124367,4491188,Men,63,12/4/2022,Delivered,Amazon,J0399-DR-XXL,Western Dress,XXL,1,INR,791,Cheppad,KERALA,690507,IN,FALSE
461,402-4491188-7124367,4491188,Women,64,12/4/2022,Cancelled,Myntra,SET333-KR-DPT-XXL,Set,XXL,1,INR,898,CHENNAI,TAMIL NADU,600091,IN,FALSE
462,407-1775998-6454709,1775998,Women,35,12/4/2022,Delivered,Amazon,SET339-KR-NP-M,Set,M,1,INR,646,AHMEDABAD,GUJARAT,380061,IN,FALSE
463,408-8876998-9810704,8876998,Women,23,12/4/2022,Delivered,Flipkart,SET233-KR-PP-XXXL,Set,3XL,1,INR,545,UDAIPUR,RAJASTHAN,313002,IN,FALSE
